pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
bruce p. graham,,multiple forms of activity-dependent plasticity enhance information transfer at a dynamic synapse.,2002,,,,318927,conf/icann/Graham02,1,0,1002,0,1002,2
marius-calin silaghi|makoto yokoo,,adopt-ing: unifying asynchronous distributed optimization with asynchronous backtracking.,2009,,,,1810961,journals/aamas/SilaghiY09,3,592,5,592,5,2
tan long siau|ling li,,an on-line sign language communication system.,2001,,,,776813,conf/wise/SiauL01,1,0,2061,0,2061,2
gene cooperman|henri casanova|jim hayes|thomas witzel,,using top-c and ampic to port large parallel applications to the computational grid.,2002,,,,96811,conf/ccgrid/CoopermanCHW02,1,0,195,0,195,2
cao an wang|bo-ting yang|binhai zhu,,on some polyhedra covering problems.,2000,,,,2099048,journals/jco/WangYZ00,3,495,5,495,5,2
stephen e. robertson,,threshold setting and performance optimization in adaptive filtering.,2002,,,,2061511,journals/ir/Robertson02a,3,542,5,542,5,2
kamanashis biswas|s. a. m. harun,,"constraint minimum vertex cover in k partite graph, approximation algorithm and complexity analysis",2009,,,,1921131,journals/corr/abs-0909-0097,3,5,5,5,5,2
humberto bustince sola|edurne barrenechea tartas|miguel pagola|j. fernandez|josean sanz,,"comment on: ""image thresholding using type ii fuzzy sets"". importance of this method.",2010,,,,2184961,journals/pr/SolaTPFS10,3,0,5,0,5,2
m. sudhakar|ramachandruni venkata kamala|m. b. srinivas,,"a bit-sliced, scalable and unified montgomery multiplier architecture for rsa and ecc.",2007,,,,754643,conf/vlsi/SudhakarKS07,1,0,5,0,5,2
julian fiérrez-aguilar|javier ortega-garcia|daniel garcia-romero|joaquin gonzalez-rodriguez,,a comparative evaluation of fusion strategies for multimodal biometric verification.,2003,,,,70930,conf/avbpa/Fierrez-AguilarOGG03,1,0,501,0,501,2
matteo fischetti|andrea lodi,,local branching.,2003,,,,2152348,journals/mp/FischettiL03,3,314,5,314,5,2
dilip d. kandlur|chandrasekhar narayanaswami,,preface.,2008,,,,2003210,journals/ibmrd/KandlurN08,3,28,5,28,5,2
heike busch|miroslava sotáková|stefan katzenbeisser|radu sion,,the puf promise.,2010,,,,853746,conf/trust/BuschSKS10,1,0,5,0,0,2
prasad bokil|priyanka darke|ulka shrotri|r. venkatesh,,automatic test data generation for c programs.,2009,,,,908418,conf/ssiri/BokilDSV09,1,0,193,0,193,2
keisuke utsu|chee onn chow|hiroaki nishikawa|hiroshi ishii,,performance study on multipoint-to-point video streaming over mobile ad hoc networks.,2008,,,,629611,conf/pdpta/UtsuCNI08,4,0,610,0,610,2
m. dolores redel-macías|antonio j. cubero-atienza|paul sas|lorenzo salas-morera,,algorithms for active noise control.,2009,,,,543435,conf/iwann/Redel-MaciasCSS09,1,0,767,0,767,2
yayori kasagi|hiroki takahashi|osamu yoshie,,color transformation method for universal web view.,2005,,,,456390,conf/iiwas/KasagiTY05,1,0,5,0,5,2
zhiyong li|songbing liu|degui xiao|jun chen|kenli li,,multi-objective particle swarm optimization algorithm based on game strategies.,2009,,,,266437,conf/gecco/LiLXCL09,1,0,1205,0,1205,2
rafael paz-vicente|alejandro linares-barranco|d. cascado|m. a. rodriguez|gabriel jiménez|antón civit|josé luis sevillano,,pci-aer interface for neuro-inspired spiking systems.,2006,,,,504153,conf/iscas/Paz-VicenteLCRJCS06,1,0,748,0,748,2
chunhua tian|feng li|rongzeng cao|wei ding 0002,,service capacity allocation and pricing.,2008,,,,864477,conf/noms/TianLCD08,1,0,1477,0,1477,2
songhwai oh|shankar sastry,,tracking on a graph.,2005,,,,486252,conf/ipsn/OhS05,1,0,451,0,451,2
martin neschen|frank nübel,,cognitus - fast and reliable recognition of handwritten forms based on vector quantisation.,1996,,,,298407,conf/hpcn/NeschenN96,1,0,89,0,89,2
a. schurmann,,on adaptability of a system of programs.,1976,,,,579806,conf/mfcs/Schurmann76,1,0,5,0,5,2
pierluigi assogna|glauco bertocchi|antonio dicarlo|franco milicchio|alberto paoluzzi|giorgio scorzelli|michele vicentino|roberto zollo,,critical infrastructures as complex systems: a multi-level protection architecture.,2008,,,,797713,conf/critis/AssognaBDMPSVZ08,1,0,650,0,650,2
martin r. stytz|sheila b. banks,,an architecture to address uncertain requirements and composability for intelligent agents in distributed simulations.,2003,,,,295172,conf/his/StytzB03,1,0,2073,0,2073,2
ruben machucho-cadena|eduardo bayro-corrochano,,3d reconstruction of tumors for applications in laparoscopy using conformal geometric algebra.,2010,,,,413338,conf/icpr/Machucho-CadenaB10,1,0,2074,0,2074,2
eduardo goncalves da silva|luís ferreira pires|marten van sinderen,,an algorithm for automatic service composition.,2007,,,,431846,conf/icsoft/SilvaS07,1,0,687,0,687,2
paulo b. batalheiro|mariane r. petraglia|diego b. haddad,,online subband blind source separation for convolutive mixtures using a uniform filter bank with critical sampling.,2009,,,,439008,conf/ida/BatalheiroPH09,4,0,2075,0,2075,2
marc peter deisenroth|henrik ohlsson,,a probabilistic perspective on gaussian filtering and smoothing,2010,,,,1926674,journals/corr/abs-1006-2165,3,5,5,5,5,2
ryu watanabe|toshiaki tanaka,,federated authentication mechanism using cellular phone - collaboration with openid.,2009,,,,537465,conf/itng/WatanabeT09,1,0,321,0,321,2
amol pednekar|alok n. bandekar|ioannis a. kakadiaris|morteza naghavi,,automatic segmentation of abdominal fat from ct data.,2005,,,,761676,conf/wacv/PednekarBKN05,1,0,2076,0,2076,2
shankar sastry,,trust: in cyberspace and beyond.,2006,,,,98550,conf/ccs/Sastry06,1,0,2077,0,2077,2
patrick mäder|orlena gotel|tobias kuschke|ilka philippow,,tracemaintainer - automated traceability maintenance.,2008,,,,654019,conf/re/MaderGKP08,1,0,66,0,66,2
david west,,looking for love (in all the wrong places).,2004,,,,2214195,journals/sigplan/West04,3,280,5,280,0,2
fan wang|amitava ghosh|chandy sankaran|phil fleming,,wimax overview and system performance.,2006,,,,806169,conf/vtc/WangGSF06,1,0,76,0,76,2
lucas luiz provensi|fábio m. costa|vagner sacramento,,self-adaptive middleware for digital ink based applications.,2008,,,,586647,conf/middleware/ProvensiCS08,1,0,2079,0,2079,2
thomas blumensath|mike e. davies,,sparse and shift-invariant representations of music.,2006,,,,2302533,journals/taslp/BlumensathD06,3,219,5,219,0,2
stefano cioni|giovanni emanuele corazza|massimo neri|alessandro vanelli-coralli,,on the use of dvb-h for satellite multimedia networks.,2006,,,,879147,conf/pimrc/CioniCNV06,1,0,367,0,367,2
robert west|doina precup|joelle pineau,,completing wikipedia's hyperlink structure through dimensionality reduction.,2009,,,,113540,conf/cikm/WestPP09,1,0,117,0,117,2
joungwoong lee|shigetomo kimura|yoshihiko ebihara,,cash: cellular ip advanced semisoft handoff.,2005,,,,625113,conf/pdcn/LeeKE05,4,0,5,0,5,2
terry s. yoo|ulrich neumann|henry fuchs|stephen m. pizer|tim j. cullip|john rhoades|ross t. whitaker,,achieving direct volume visualization with interactive semantic region selection.,1991,,,,749893,conf/visualization/NeumannFPCRW91,1,0,363,0,363,2
erich christian teppan|alexander felfernig,,calculating decoy items in utility-based recommendation.,2009,,,,443099,conf/ieaaie/TeppanF09,3,0,1352,0,1352,2
roland axelsson|matthew hague|stephan kreutzer|martin lange|markus latte,,extended computation tree logic,2010,,,,1926405,journals/corr/abs-1006-3709,3,5,5,5,5,2
min qi|g. peter zhang,,trend time-series modeling and forecasting with neural networks.,2008,,,,2348935,journals/tnn/QiZ08,3,0,5,0,5,2
worapan kusakunniran|qiang wu|jian zhang 0002|hongdong li,,support vector regression for multi-view gait recognition based on local motion feature selection.,2010,,,,154162,conf/cvpr/KusakunniranWZL10,1,0,1235,0,1235,2
bo wang 0007|zhixiong liu|guiming he,,studying on real time video transporting system over ad-hoc networks.,2006,,,,396601,conf/icn/WangLH06,1,0,5,0,5,2
junho cho|wonyong sung,,software implementation of chien search process for strong bch codes.,2008,,,,505601,conf/iscas/ChoS08,1,0,748,0,748,2
frank hung-fat leung|lauren lai-wan chan,,editorial.,2007,,,,2039885,journals/ijprai/LeungC07,3,211,5,211,5,2
charles c. kemp|paul m. fitzpatrick|hirohisa hirukawa|kazuhito yokoi|kensuke harada|yoshio matsumoto,,humanoids.,2008,,,,2424813,reference/robo/KempFHYHM08,6,0,2085,0,2085,2
salhana amad darwis|norisma idris|rukaini abdullah|cheong tau pau|chong theng hui,,automated essay grading system: a comparison between vector space model and nearest neighbour technique on malay text.,2005,,,,456319,conf/iiwas/DarwisIAPH05,1,0,239,0,239,2
marian bubak|wlodzimierz funika|bartosz balis|tomasz szepieniec|krzysztof guzy|roland wismüller,,real-time performance support for complex grid applications.,2008,,,,231270,conf/europar/BubakFBSGW08,1,0,5,0,5,2
dan r. olsen jr.|elizabeth p. dempsey|roy rogge,,input/output linkage in a user interface management system.,1985,,,,695534,conf/siggraph/OlsenDR85,4,0,5,0,5,2
john diebold,,elektronische computer - eine herausforderung für die unternehmensleitung.,2009,,,,2296508,journals/wi/Diebold09,1,8,5,8,5,2
jyoti jacob|alpa sachde|sharma chakravarthy,,cx-diff: a change detection algorithm for xml content and change visualization for webvigil.,2005,,,,1947473,journals/dke/JacobSC05,3,172,5,172,0,2
king to ng|shing-chow chan|heung-yeung shum,,the application of nonlinear filter banks to efficient rendering and progressive transmission of light fields.,2002,,,,374558,conf/icip/NgCS02,4,0,565,0,565,2
simon a. dobson|paddy nixon|vincent p. wade|sotirios terzis|john fuller,,vanilla: an open language framework.,1999,,,,262581,conf/gcse/DobsonNWTF99,1,0,2090,0,2090,2
won-ho lee|keon-jik lee|kee-young yoo,,new digit-serial systolic arrays for power-sum and division operation in gf(2m).,2004,,,,341625,conf/iccsa/LeeLY04a,1,0,2034,0,2034,2
gene myers,,a fast bit-vector algorithm for approximate string matching based on dynamic programming.,1999,,,,2077349,journals/jacm/Myers99,3,0,5,0,0,2
robert m. davison|maris g. martinsons,,empowerment or enslavement?: a case of process-based organisational change in hong kong.,2002,,,,2398611,journals/itp/DavisonM02,3,599,5,599,5,2
rastislav lukac|bogdan smolka|konstantinos n. plataniotis,,sharpening vector median filters.,2007,,,,2313130,journals/sigpro/LukacSP07,3,151,5,151,0,2
lingyuan ge|wolfgang johannsen|winfried lamersdorf|kurt reinhardt|joachim w. schmidt,,database applications support in open systems: language concepts and implementation architectures.,1988,,,,351061,conf/icde/GeJLRS88,1,0,5,0,5,2
pedro real|helena molina-abril,,cell at-models for digital volumes.,2009,,,,260456,conf/gbrpr/RealM09,1,0,428,0,428,2
peter achten|marinus j. plasmeijer,,interactive functional objects in clean.,1997,,,,453782,conf/ifl/AchtenP97,1,0,2094,0,2094,2
ari viholainen|tero ihalainen|markku renfors,,performance of time-frequency localized and frequency selective filter banks in multicarrier systems.,2006,,,,504778,conf/iscas/ViholainenIR06,1,0,499,0,499,2
sven a. brueckner|elizabeth downs|rainer hilscher|andrew yinger,,self-organizing integration of competing reasoners for information matching.,2008,,,,817821,conf/saso/BruecknerDHY08,1,0,2095,0,2095,2
serafeim zanikolas|rizos sakellariou,,a taxonomy of grid monitoring systems.,2005,,,,1986931,journals/fgcs/ZanikolasS05,3,203,5,203,5,2
kamal ali albashiri|frans coenen,,a generic and extendible multi-agent data mining framework.,2009,,,,857512,conf/hais/AlbashiriC09,1,0,2096,0,2096,2
yoshinori hijikata|bui quang hung|masanori otsubo|shogo nishida,,hits algorithm improvement using anchor-related text extracted by dom structure analysis.,2009,,,,666740,conf/sac/HijikataHON09,1,0,5,0,5,2
michael price,,the paradox of security in virtual environments.,2008,,,,1896487,journals/computer/Price08,3,199,5,199,5,2
janey k. cringean|roger england|gordon a. manson|peter willett 0002,,parallel text searching in serial files using a processor farm.,1990,,,,697254,conf/sigir/CringeanEMW90,1,0,320,0,320,2
n. raj rao,,the analytic computability of the shannon transform for a large class of random matrix channels,2007,,,,1914378,journals/corr/abs-0712-0305,3,5,5,5,5,2
dat c. ma|joe y.-c. lin|maria e. orlowska,,automatic merging of work items in business process management systems.,2007,,,,79031,conf/bis/MaLO07,1,0,2098,0,2098,2
jorge l. v. barbosa|rodrigo hahn|débora nice ferrari barbosa|cláudio f. r. geyer,,mobile and ubiquitous computing in an innovative undergraduate course.,2007,,,,692865,conf/sigcse/BarbosaHBG07,4,0,574,0,574,2
michael weber,,java.,2001,,,,2070471,journals/it/Weber01,3,380,5,380,5,2
alistair clark|jim freeman|tolga bektas,,editorial.,2009,,,,2415970,journals/ori/ClarkFB09,3,602,5,602,0,2
saheeb ahmed kayani|muhammad afzaal malik,,combining bond-graphs with genetic programming for unified/automated design of mechatronic or multi domain dynamic systems.,2007,,,,265886,conf/gecco/KayaniM07,1,0,620,0,620,2
matthew deans|martial hebert,,experimental comparison of techniques for localization and mapping using a bearing-only sensor.,2000,,,,510025,conf/iser/DeansH00,1,0,5,0,0,2
rodica ioana lung|d. dumitrescu,,a new evolutionary model for detecting multiple optima.,2007,,,,265538,conf/gecco/LungD07,1,0,640,0,640,2
jeongmin park|hyunsang youn|eunseok lee,,a multi-agent based context aware self-healing system.,2005,,,,439631,conf/ideal/ParkYL05,1,0,1635,0,1635,2
reiner lenz|pedro latorre carmona|peter meer,,the hyperbolic geometry of illumination-induced chromaticity changes.,2007,,,,152679,conf/cvpr/LenzCM07,4,0,1235,0,1235,2
yanxi liu|hagit hel-or|craig s. kaplan|luc j. van gool,,computational symmetry in computer vision and computer graphics.,2010,,,,2360392,journals/ftcgv/LiuHKG10,1,603,5,603,5,2
jose i. canelon|leang-san shieh|shu-mei guo|heidar a. malki,,neural network-based digital redesign approach for control of unknown continuous-time chaotic systems.,2005,,,,2383414,journals/ijbc/CanelonSGM05,3,31,5,31,5,2
wei-kang wang|hao-chen huang|mei-chi lai,,design of a knowledge-based performance evaluation system: a case of high-tech state-owned enterprises in an emerging economy.,2008,,,,1979398,journals/eswa/WangHL08,3,30,5,30,0,2
chao-tung yang|wen-jen hu|kuan-chou lai,,a resource broker with cross grid information services on computational multi-grid environments.,2009,,,,309914,conf/ica3pp/YangHL09,1,0,5,0,5,2
christophe picouleau|sara brunetti|andrea frosini,,reconstructing a binary matrix under timetabling constraints.,2005,,,,2379902,journals/endm/PicouleauBF05,1,19,5,19,5,2
mikel egaña aranguren|sean bechhofer|phillip w. lord|ulrike sattler|robert d. stevens,,understanding and using the meaning of statements in a bio-ontology: recasting the gene ontology in owl.,2007,,,,1848783,journals/bmcbi/ArangurenBLSS07,3,21,5,21,5,2
uwe graichen|rainer zotz|philipp wild|dietmar saupe,,rekonstruktion der koronaranatomie aus echokardiogrammen.,2002,,,,75551,conf/bildmed/GraichenZWS02,1,0,485,0,485,2
stefan carmien,,maps: creating socio-technical environments in support of distributed cognition for people with cognitive impairments and their caregivers.,2004,,,,103139,conf/chi/Carmien04,1,0,275,0,275,2
adam paul anthony|marie desjardins|michael lombardi,,measuring general relational structure using the block modularity clustering objective.,2009,,,,243145,conf/flairs/AnthonydL09,1,0,1041,0,1041,2
matt gibson|gaurav kanade|erik krohn|kasturi r. varadarajan,,an approximation scheme for terrain guarding.,2009,,,,54475,conf/approx/GibsonKKV09,1,0,2103,0,2103,2
tuukka haapasalo|ibrahim jaluta|bernhard seeger|seppo sippu|eljas soisalon-soininen,,transactions on the multiversion b+-tree.,2009,,,,207331,conf/edbt/HaapasaloJSSS09,4,0,2104,0,2104,2
wenbin sun|zhipeng wang|xiliang liu|kai yang,,the method for indexing global-scale 3d vector data with r-tree based on approximate prism.,2010,,,,912324,conf/geoinformatics/SunWLY10,1,0,840,0,840,2
consolee mbarushimana|ali shahrabi|tom buggy,,a cross-layer support for tcp enhancement in qos-aware mobile ad hoc networks.,2008,,,,598605,conf/mswim/MbarushimanaSB08,4,0,1656,0,1656,2
robin hirsch|ian m. hodkinson|ágnes kurucz,,on modal logics between k x k x k and s5 x s5 x s5.,2002,,,,2133753,journals/jsyml/HirschHK02,6,155,5,155,5,2
danny hughes|james walkerdine|kevin lee,,an open tracing system for p2p file sharing systems.,2007,,,,840761,conf/iciw/HughesWL07,1,0,5,0,5,2
fabio kon|fábio m. costa|gordon s. blair|roy h. campbell,,the case for reflective middleware.,2002,,,,1855975,journals/cacm/KonCBC02,3,57,5,57,5,2
lisa gralewski|neill w. campbell|edward morrison|ian penton-voak,,analysis of facial dynamics using a tensor framework.,2006,,,,2368783,journals/jmm2/GralewskiCMP06,3,501,5,501,0,2
michael ten caat|natasha m. maurits|jos b. t. m. roerdink,,data-driven visualization and group analysis of multichannel eeg coherence with functional units.,2008,,,,2289457,journals/tvcg/CaatMR08,3,123,5,123,5,2
juraj hromkovic|claus-dieter jeschke|burkhard monien,,optimal algorithms for dissemination of information in some interconnection networks (extended abstract).,1990,,,,579070,conf/mfcs/HromkovicJM90,1,0,613,0,613,2
