pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
joaquín pérez|rodolfo a. pazos|juan frausto solís|david romero|laura cruz,vertical fragmentation and allocation in distributed databases with site capacity restrictions using the threshold accepting algorithm.,2000,581972,conf/micai/PerezPSRC00,,,micai,vision modeling and visualization,,inproceedings
peter corke|jorge lobo 0002|jorge dias,an introduction to inertial and visual sensing.,2007,2041034,journals/ijrr/CorkeLD07,,,,,,article
mohamed ben salah|ismail ben ayed|amar mitiche,multiregion graph cut image segmentation.,2008,798995,conf/visapp/SalahAM08,,,,,,inproceedings
eduard ayguadé|rosa m. badia|daniel cabrera|alejandro duran|marc gonzález|francisco d. igual|daniel jiménez-gonzález|jesús labarta|xavier martorell|rafael mayo|josep m. pérez|enrique s. quintana-ortí,a proposal to extend the openmp tasking model for heterogeneous architectures.,2009,853858,conf/iwomp/AyguadeBCDGIJLMMPQ09,,,,,,inproceedings
ajay gupta 0007|wolfgang maass,efficient design of boltzmann machines.,1990,604934,conf/nips/GuptaM90,,,nips,string processing and information retrieval,,inproceedings
david gouaillier|vincent hugel|pierre blazevic|chris kilner|jérôme monceaux|pascal lafourcade 0002|brice marnier|julien serre|bruno maisonnier,mechatronic design of nao humanoid.,2009,424017,conf/icra/GouaillierHBKMLMSM09,,,icra,journal of computing and information technology,,inproceedings
jian yao|zhongfei (mark) zhang,systematic static shadow detection.,2004,411677,conf/icpr/YaoZ04,,,icpr (2),formal and applied practical reasoning,,inproceedings
robert l. burdett|erhan kozan,a disjunctive graph model and framework for constructing new train schedules.,2010,2330260,journals/eor/BurdettK10,european journal of operational research,journal of communications,,,,article
michael emmerich|nicola beume|boris naujoks,an emo algorithm using the hypervolume measure as selection criterion.,2005,212357,conf/emo/EmmerichBN05,,,emo,international conference on mobile and ubiquitous systems: networking and services,,inproceedings
evgueni ossipov|gunnar karlsson,a simplified guaranteed service for the internet.,2002,633396,conf/phsn/OssipovK02,,,protocols for high speed networks,international conference on wireless networks,,inproceedings
kenichi kanatani|yasuyuki sugaya|hirotaka niitsuma,optimization without minimization search: constraint satisfaction by orthogonal projection with applications to multiview triangulation.,2010,2017891,journals/ieicet/KanataniSN10,ieice transactions,international journal of algebra and computation (ijac),,,,inproceedings
renato r. da silva|claudio a. policastro|roseli a. f. romero,relational reinforcement learning applied to shared attention.,2009,464388,conf/ijcnn/SilvaPR09,,,ijcnn,real time computing systems and applications,,inproceedings
jason kaufman|mehmet celenk,digital video watermarking using singular value decomposition and 2d principal component analysis.,2006,378178,conf/icip/KaufmanC06,,,,,,inproceedings
rui li|jeroen eggermont|michael t. m. emmerich|ernst g. p. bovenkamp|thomas bäck|jouke dijkstra|johan h. c. reiber,towards dynamic fitness based partitioning for intravascular ultrasound image analysis.,2007,233209,conf/evoW/LiEEBBDR07,,,ieee congress on evolutionary computation,european conference on machine learning,,inproceedings
robert a. van engelen|kyle a. gallivan|burt walsh,parametric timing estimation with newton-gregory formulae.,2006,1898488,journals/concurrency/EngelenGW06,,,,,,article
martin schulz 0002|marcel klugmann,creating a culture of knowledge sharing in law firms - some obstacles and solutions -.,2005,777905,conf/wm/SchulzK05,,,,,,inproceedings
hongchan roh|sanghyun park,a novel evolutionary algorithm for bi-clustering of gene expression data based on the order preserving sub-matrix (opsm) constraint.,2008,75110,conf/bibe/RohP08,,,bibe,rough sets and current trends in computing,,inproceedings
rui wang 0009|francis c. m. lau|yan yan liu,on the hardness of minimizing space for all-shortest-path interval routing schemes.,2007,2245292,journals/tcs/WangLL07,theor. comput. sci.,acm transactions on computation theory (toct),,,,article
norbert siegmund|christian kästner|marko rosenmüller|florian heidenreich|sven apel|gunter saake,bridging the gap between variability in client application and database schema.,2009,82548,conf/btw/SiegmundKRHAS09,,,,,,inproceedings
jun-seok heo|kyu-young whang|min-soo kim 0002|yi-reun kim|il-yeol song,the partitioned-layer index: answering monotone top-k queries using the convex skyline and partitioning-merging technique.,2009,2067639,journals/isci/HeoWKKS09,inf. sci.,international journal of services technology and management (ijstm),,,,article
mohammed atiquzzaman|mohammed w. akhtar,determination of end points and length of a straight line using the hough transform.,1994,845602,conf/mva/AtiquzzamanA94,,,,,,inproceedings
matthew hague|anthony widjaja to,the complexity of model checking (collapsible) higher-order pushdown systems.,2010,257717,conf/fsttcs/HagueT10,,,,,,inproceedings
joanne a. fox|scott mcmillan|b. f. francis ouellette,a compilation of molecular biology web servers: 2006 update on the bioinformatics links directory.,2006,2159336,journals/nar/FoxMO06,nucleic acids research,international journal of ad hoc and ubiquitous computing (ijahuc),,,,article
wolfgang k. giloi|a. schramm,a high-level programming environment for distributed memory architectures.,1997,626359,conf/pdp/GiloiS97,,,pdp,international symposium on quality electronic design,,inproceedings
marios mavronicolas|igal milchtaich|burkhard monien|karsten tiemann,congestion games with player-specific constants.,2007,580111,conf/mfcs/MavronicolasMMT07,,,mfcs,australasian database conference,,inproceedings
zahra taghikhaki|behrouz minaei|alireza masoum,a novel pre-processing method to reduce noise effects in a prototype-based clustering algorithm.,2008,465299,conf/ike/TaghikhakiMM08,,,ike,asia pacific bioinformatics conference,,inproceedings
ashok k. goel 0002|terrence h. tan,zero-temperature-coefficient biasing point of a fully-depleted soi mosfet.,2002,91925,conf/cata/GoelT02,,,computers and their applications,essen symposium,,inproceedings
m. c. janssen|r. j. d. verbeek|a. volgenant,on scheduling a single machine with resource dependent release times.,2011,1903936,journals/cor/JanssenVV11,computers & or,innovations in systems and software engineering,,,,article
peter grünwald|steven de rooij,asymptotic log-loss of prequential maximum likelihood codes,2005,1910985,journals/corr/abs-cs-0502004,corr,international journal of wireless information networks,,,,article
christopher krügel|thomas toth|engin kirda,service specific anomaly detection for network intrusion detection.,2002,664398,conf/sac/KrugelTK02,,,sac,cognition,,phdthesis
wei wang 0005|yao zheng|guanghua song,the design and implementation of scalable information services in a grid environment.,2005,12361,conf/IEEEscc/WangZS05,,,ieee scc,asia pacific software engineering conference,,inproceedings
philip n. judson|jonathan d. vessey,a comprehensive approach to argumentation.,2003,2095564,journals/jcisd/JudsonV03,journal of chemical information and computer sciences,acm transactions on applied perception (tap),,,,article
k. kalapriya|b. r. raghucharan|abhijit m. lele|s. k. nandy,traffic profiling for efficient network resource utilization.,2003,308548,conf/ic/KalapriyaRLN03,,,international conference on internet computing,ifip international conference on testing of communicating systems,,inproceedings
ciro castiello|przemyslaw górecki|laura caponetti,neuro-fuzzy analysis of document images by the kernel system.,2005,774570,conf/wilf/CastielloGC05,,,wilf,functional imaging and modeling of the heart,,inproceedings
hui zhang 0002|samrat ganguly|sudeept bhatnagar|rauf izmailov|abhishek sharma,optimal load balancing in publish/subscribe broker networks using active workload management.,2008,324796,conf/icc/ZhangGBIS08,,,,,,inproceedings
hui zhang 0002|ashish goel|ramesh govindan,using the small-world model to improve freenet performance.,2002,474092,conf/infocom/ZhangGG02,,,infocom,languages,,inproceedings
lan yi|bing liu|xiaoli li,eliminating noisy information in web pages for data mining.,2003,555439,conf/kdd/YiLL03,,,kdd,text,,phdthesis
morikazu nakamura|kenji onaga|seiki kyan|manuel silva,a genetic algorithm for sex-fair stable marriage problem.,1995,497565,conf/iscas/NakamuraOKS95,,,iscas,international conference on biometrics,,inproceedings
nieves r. brisaboa|miguel rodríguez luaces|josé r. paramá|jose ramon rios viqueira,managing a geographic database from mobile devices through ogc web services.,2007,56664,conf/apweb/BrisaboaLPV07,,,,,,inproceedings
yanbing li|tim callahan|ervan darnell|randolph e. harr|uday kurkure|jon stockwood,hardware-software co-design of embedded reconfigurable architectures.,2000,156676,conf/dac/LiCDHKS00,,,dac,international conference on logic programming,,inproceedings
naomi friedlander|kevin schlueter|marilyn m. mantei,a bullseye menu with sound feedback.,1997,281182,conf/hci/FriedlanderSM97,,,hci (2),international conference on electronic publishing,,inproceedings
dingju zhu|jianping fan 0002,an introduction to aggregation grid.,2006,797003,conf/skg/ZhuF06,,,skg,neural information processing systems,,inproceedings
harald servat|germán llort|judit gimenez|jesús labarta,detailed performance analysis using coarse grain sampling.,2009,231407,conf/europar/ServatLGL09,,,,,,inproceedings
patrick k. l. ng|vincent t. y. ng,rrsi: indexing xml data for proximity twig queries.,2008,2138992,journals/kais/NgN08,knowl. inf. syst.,international journal of agent oriented software engineering (ijaose),icce,international symposium on high performance computing systems,,inproceedings
yi chen 0002,discovering ordered tree patterns from xml queries.,2004,617712,conf/pakdd/Chen04,,,icassp,european conference on parallel processing,,inproceedings
james p. ahrens|hank childs|john clyne|wes bethel|jian huang|scott klasky|kwan-liu ma|kenneth moreland|michael e. papka|valerio pascucci|han-wei shen|deborah silver,ultra-scale visualization - workshop on ultra-scale visualization.,2006,673962,conf/sc/AhrensCCBHKMMPPSS06,,,sc,biometrics and electronic signatures,,inproceedings
david w. pentico,assignment problems: a golden anniversary survey.,2007,2326250,journals/eor/Pentico07,,,,,,inproceedings
tobias anstett|frank leymann|ralph mietzner|steve strauch,towards bpel in the cloud: exploiting different delivery models for the execution of business processes.,2009,891313,conf/services/AnstettLMS09,,,services i,volume visualization and graphics,,article
federico bergenti|matteo somacher,using agents to support negotiation in video-on-demand services.,2000,778722,conf/woa/BergentiS00,,,bsn,principles of knowledge representation and reasoning,,inproceedings
david p. anderson|domenico ferrari|p. venkat rangan|b. sartirana,the empirical evaluation of a security-oriented datagram protocol.,1987,631918,conf/performance/AndersonFRS87,,,performance,symposium on asynchronous circuits and systems,,inproceedings
shuvra s. bhattacharyya|sundararajan sriram|edward a. lee,latency-constrained resynchronization for multiprocessor dsp implementation.,1996,58325,conf/asap/BhattacharyyaSL96,,,,,,inproceedings
andrei smirnov|steven rowan,express risk assessment through web access to simulation data.,2006,536456,conf/itng/SmirnovR06,,,itng,intelligent autonomous systems,,phdthesis
n. r. t. p. van beest|n. b. szirbika|johan c. wortmann,assessing the interference in concurrent business processes.,2010,360880,conf/iceis/BeestSW10,,,,,,inproceedings
han-lin li|chang-jui fu,a linear programming approach for identifying a consensus sequence on dna sequences.,2005,1840661,journals/bioinformatics/LiF05,bioinformatics,international journal of cognitive informatics and natural intelligence (ijcini),,,,article
michael giudici|cai heng li|primoz potocnik|cheryl e. praeger,homogeneous factorisations of graph products.,2008,1957501,journals/dm/GiudiciLPP08,discrete mathematics,journal of information & knowledge management,,,,article
chris payne|denice deatrich|simon liu|steve mcdonald|réda tafirout|rodney walker|andrew wong|michel vetterli,high performance networks for the atlas tier-1 @ triumf.,2008,298946,conf/hpcs/PayneDLMTWWV08,,,hpcs,international journal of computers and their applications,,inproceedings
sergio curto|matthias john 0002|m. j. ammann,groundplane dependent performance of printed antenna for mb-ofdm-uwb.,2007,805926,conf/vtc/CurtoJA07,,,vtc spring,brazilian symposium on geoinformatics,,inproceedings
jiao tao|evren sirin|jie bao|deborah l. mcguinness,extending owl with integrity constraints.,2010,185796,conf/dlog/TaoSBM10,,,description logics,canadian conference on electrical and computer engineering,,inproceedings
