pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
m. rasit eskicioglu|t. anthony marsland,shared memory computing on sp2: jiajia approach.,1998,90335,conf/cascon/EskiciogluM98,,,cascon,european conference on technology enhanced learning,,article
rohini k. srihari|wei li 0003,a question answering system supported by information extraction.,2000,48916,conf/anlp/SrihariL00,,,anlp,international conference on program comprehension,,inproceedings
xinhua chen|hongyuan chen|weibin wang|linli liu|dongbei sun|lixin zhang,numerical simulation of cathodic protection on buried x80 steel.,2010,398608,conf/icnc/ChenCWLSZ10,,,icnc,annual reviews in control|annual review in automatic programming,,inproceedings
jacky baltes|patrick lam 0002,"design of walking gaits for tao-pie-pie, a small humanoid robot.",2003,656029,conf/robocup/BaltesL03,,,robocup,symposium on interactive 3d graphics,,inproceedings
alberto lozano-rodero|maite urretavizcaya|begoña ferrero|isabel fernández de castro|aritz ustarroz|luis m. matey,integration of a generic diagnostic tool in virtual environments for procedural training.,2003,85251,conf/caepia/LozanoUFCUM03,,,,,,inproceedings
bernard j. jansen|danielle l. booth|amanda spink,determining the user intent of web search engine queries.,2007,789180,conf/www/JansenBS07,,,www,international conference on conceptual structures,,inproceedings
david romero|adolfo sánchez-flores,methods for the one-dimensional space allocation problem.,1990,1902326,journals/cor/RomeroS90,computers & or,innovations in systems and software engineering,,,,article
george papadopoulos 0005|martin brown,minimum entropy parameter estimation: application to the rkip regulated erk signaling pathway.,2008,463952,conf/ijcnn/PapadopoulosB08,,,ijcnn,real time computing systems and applications,,inproceedings
kai chen 0002|yuhua cheng|chenming hu,device design for low power electronics with accurate deep submicrometer ldd-mosfet models.,1996,512247,conf/islped/ChenCH96,,,islped,international conference on artificial reality and telexistence,,inproceedings
pekka aho|matti mäki|daniel pakkala|eila ovaska,mda-based tool chain for web services development.,2009,204196,conf/ecows/AhoMPO09,,,wewst,usenix large installation systems administration conference,,inproceedings
jun sun 0001|yang liu 0003|jin song dong|jing sun,bounded model checking of compositional processes.,2008,814944,conf/tase/SunLDS08,,,,,,inproceedings
roger b. eggleton,common factors of integers: a graphic view.,1987,1952460,journals/dm/Eggleton87,discrete mathematics,journal of information & knowledge management,,,,article
aruna chakraborty|pavel bhowmik|swagatam das|anisha halder|amit konar|atulya k. nagar,correlation between stimulated emotion extracted from eeg and its mainfestation on facial expression.,2009,712791,conf/smc/ChakrabortyBDHKN09,,,smc,engineering of reconfigurable systems and algorithms,,inproceedings
amirreza tahamtan|amin anjomshoaa|edgar weippl|a. min tjoa,a som-based technique for a user-centric content extraction and classification of web 2.0 with a special consideration of security aspects.,2010,563696,conf/ksem/TahamtanAWT10,,,icalt,international journal of computers and their applications,,inproceedings
laura luzzi|ghaya rekaya-ben othman|jean-claude belfiore,augmented lattice reduction for low-complexity mimo decoding.,2010,879898,conf/pimrc/LuzziOB10,,,pimrc,int. conf. on data mining,,inproceedings
philippe le-huy|sébastien roy 0002,low-power 2.4 ghz wake-up radio for wireless sensor networks.,2008,869298,conf/wimob/Le-HuyR08,,,wimob,acm symposium on parallel algorithms and architectures,,inproceedings
sheng chang|susan j. boyce|katia hayati|issac alphonso|bruce buntschuh,modalities and demographics in voice search: learnings from three case studies.,2008,898880,conf/icassp/ChangBHAB08,,,icassp,international conference on image analysis and recognition,,inproceedings
stefan jablonski|rainer lay|sascha müller|christian meiler|matthias färber|victor derhartunian|georg michelson,building a generic platform for medical screening applications based on domain specific modeling and process orientation.,2005,183763,conf/dils/JablonskiLMMFDM05,,,bildverarbeitung fur die medizin,formal methods in computer aided design,,inproceedings
davide anghinolfi|antonio boccalatte|massimo paolucci 0002|christian vecchiola,performance evaluation of an adaptive ant colony optimization applied to single machine scheduling.,2008,679121,conf/seal/AnghinolfiBPV08,,,,,,inproceedings
angan das|ranga vemuri,fuzzy logic based guidance to graph grammar framework for automated analog circuit design.,2009,756632,conf/vlsid/DasV09,,,vlsi design,e voting and identity,,inproceedings
martin hofmann 0006|glen c. collins|juan e. vargas|john r. bourne|arthur j. brodersen,a paradigm for building diagnostic expert systems by specializing generic device and reasoning models.,1988,441767,conf/ieaaie/HofmannCVBB88,,,trends in functional programming,conference on cooperative information systems,,inproceedings
r. d. green|ling guan,continuous human activity recognition.,2004,872543,conf/icarcv/GreenG04,,,icarcv,quantitative evaluation of systems,,inproceedings
zhao lv|xiao-pei wu|mi li|dexiang zhang,a novel eye movement detection algorithm for eog driven human computer interface.,2010,2189480,journals/prl/LvWLZ10,pattern recognition letters,revista iberoamericana de tecnologias del aprendizaje,,,,article
jay mcclelland|juyang weng|gedeon deák|brian scassellati,cognitive science meets autonomous mental development.,2010,1883575,journals/cogsci/McClellandWDS10,cognitive science,acm transactions on sensor networks (tosn),,,,article
maciej gebala,the reconstruction of convex polyominoes from horizontal and vertical projections.,1998,717646,conf/sofsem/Gebala98,,,sofsem,symposium on principles of programming languages,,inproceedings
svetlana yarosh|tara matthews|thomas p. moran|barton a. smith,what is an activity? appropriating an activity-centric system.,2009,478118,conf/interact/YaroshMMS09,,,,,,inproceedings
cati vaucelle|hiroshi ishii,"interfacing video capture, editing and publication in a tangible environment.",2007,477850,conf/interact/VaucelleI07,,,,,,inproceedings
daniel hughes|geoff coulson|ian warren,a framework for developing reflective and dynamic p2p networks (radp2p).,2004,616070,conf/p2p/HughesCW04,,,peer to peer computing,european colloquium on ir research,,inproceedings
giuseppe caire|daniela tuninetti,the throughput of hybrid-arq protocols for the gaussian collision channel.,2001,2255801,journals/tit/CaireT01,ieee transactions on information theory,international journal of ambient computing and intelligence (ijaci),,,,article
matthias wimmer|bernd radig|christoph mayer,sipbild - mimik- und gestikerkennung in der mensch-maschine schnittstelle.,2007,271595,conf/gi/WimmerRM07,,,gi jahrestagung (1),grid and cooperative computing,,inproceedings
saangyong uhmn|sungryong lee|kangmo lee,a simple and low-overhead protocol for mobile distributed computing environments.,1999,628982,conf/pdpta/UhmnLL99,,,,,,inproceedings
sonya marcarelli|emilio pasquale mancini|umberto villano,performance evaluation of grid-enabled code: a case study.,2009,772384,conf/wetice/MarcarelliMV09,,,wetice,acm symposium on theory of computing,,inproceedings
michael fellmann|oliver thomas,management von modellbeziehungen mit semantischen wikis.,2009,776041,conf/wirtschaftsinformatik/FellmannT09,,,software engineering (workshops),international syposium on methodologies for intelligent systems,,inproceedings
ramaswamy palaniappan|paramesran raveendran,n1-p2 evoked response as a measure for short-term visual memory.,2002,549843,conf/jcis/PalaniappanR02,,,,,,inproceedings
stefan fischer,soas an hochschulen - practice what you preach!,2007,271549,conf/gi/Fischer07b,,,gi jahrestagung (1),grid and cooperative computing,,inproceedings
elvira albert|samir genaim|miguel gómez-zamalloa,parametric inference of memory requirements for garbage collected languages.,2010,546079,conf/iwmm/AlbertGG10,,,,,,inproceedings
dahua gao|danhua liu|youqian feng|qinli an|fuping yu,a robust image transmission scheme for wireless channels based on compressive sensing.,2010,368320,conf/icic/GaoLFAY10,,,icic (2),logical aspects of computational linguistics,,inproceedings
hiroaki sugiura 0002|masahiro jinzaki|kozo sato|kazuhiro matsumoto|sachio kuribayashi,dose reduction of contrast material in the diagnisis of aortic diseases with ct angiography.,2003,89195,conf/cars/0002JSMK03,,,,,,phdthesis
joanna donkin|cornelia boldyreff|liz burd|sarah marshall,supporting sign language users of web-based applications: a feasibility study.,2001,281136,conf/hci/DonkinBBM01,,,,,,inproceedings
scott f. smith 0002|james f. frenzel,bioinformatics application of a scalable supercomputer-on-chip architecture.,2003,628876,conf/pdpta/SmithF03,,,esop,sigir forum,,inproceedings
yezid donoso|ramón fabregat|fernando solano|josé-luis marzo|b. barán,optimizing multiples objectives in dynamic multicast groups using a probabilistic bfs algorithm.,2006,396107,conf/icn/DonosoFSMB06,,,icn/icons/mcl,combinatorial pattern matching,,inproceedings
lászló horváth|imre j. rudas|simona vaivoda|zsuzsa preitl,communication and knowledge intensive engineering modeling in virtual spaces.,2007,815810,conf/saci/HorvathRVP07,,,saci,european symposium on programming,,inproceedings
maxime crochemore|costas s. iliopoulos|gonzalo navarro|yoan j. pinzon,"a bit-parallel suffix automation approach for (delta, gamma)-matching in music retrieval.",2003,722461,conf/spire/CrochemoreINP03,,,,,,inproceedings
r. dean adams|edmond s. cooley|patrick r. hansen,quad dcvs dynamic logic fault modeling and testing.,1998,532248,conf/itc/AdamsCH98,,,itc,iberian conference on pattern recognition and image analysis,,inproceedings
senjuti basu roy|gautam das|sajal das,computing best coverage path in the presence of obstacles in a sensor field.,2007,762271,conf/wads/RoyDD07,,,,,,inproceedings
katsutoshi saeki|yugo hayashi|yoshifumi sekine,pulse-type neuro devices with spike timing dependent synaptic plasticity.,2008,841363,conf/biostec/SaekiHS08,,,biodevices (1),formal techniques in real time and fault tolerant systems,,inproceedings
bodil ask|harald haugen,net-based open & distance learning: experiences from the mecpol project (models for european collaboration and pedagogy in open learning).,1997,768219,conf/webnet/AskH97,,,webnet,neural information processing systems,,inproceedings
wei wang|thomas jost|christian mensing|armin dammann|kassem fawaz,indoor propagation effects on toa bias for joint gnss and terrestrial radio based localization.,2009,809031,conf/vtc/WangJMDF09,,,vtc spring,brazilian symposium on geoinformatics,,inproceedings
robert mcgrew 0002|rayford b. vaughn,using search engines to acquire network forensic evidence.,2007,446788,conf/ifip11-9/McGrewV07,,,aaai,conference on object oriented programming systems,,inproceedings
wei zhang 0002|narayanan vijaykrishnan|mahmut t. kandemir|mary jane irwin|david duarte|yuh-fang tsai,exploiting vliw schedule slacks for dynamic and leakage energy reduction.,2001,585927,conf/micro/ZhangVKIDT01,,,micro,tools and algorithms for construction and analysis of systems,,inproceedings
jeanne behnke|tonjua hines watts|ben kobler|dawn lowe|steve fox|richard meyer,eosdis petabyte archives: tenth anniversary.,2005,597574,conf/mss/BehnkeWKLFM05,,,,,,inproceedings
ann morrison|antti oulasvirta|peter peltonen|saija lemmelä|giulio jacucci|gerhard reitmayr|jaana näsänen|antti juustila,like bees around the hive: a comparative study of a mobile augmented reality map.,2009,107304,conf/chi/MorrisonOPLJRNJ09,,,chi,workshop on hot topics in operating systems,,inproceedings
wei ding 0003|tomasz f. stepinski|josue salazar,discovery of geospatial discriminating patterns from remote sensing datasets.,2009,678138,conf/sdm/DingSS09,,,sdm,text retrieval conference,,inproceedings
andreas birk 0002|thomas walle|tony belpaeme|holger kenn,the vub ai-lab robocup'99 small league team.,1999,655961,conf/robocup/BirkWBK99,,,robocup,symposium on interactive 3d graphics,,inproceedings
alessandro duminuco|ernst biersack,hierarchical codes: how to make erasure codes attractive for peer-to-peer storage systems.,2008,616265,conf/p2p/DuminucoB08,,,peer to peer computing,international symposium on bioinformatics research and applications,,inproceedings
gianmaria de tommasi|sergio galeani|alfredo pironti 0002|gianluca varano|luca zaccarian,trading output performance for input allocation: application to the jet tokamak shape controller.,2009,883097,conf/cdc/TommasiGPVZ09,,,,,,inproceedings
avinash darapureddi|radhesh mohandas|alwyn roshan pais,throttling ddos attacks using discrete logarithm problem.,2010,680791,conf/secrypt/DarapureddiMP10,,,secrypt,cryptographic hardware and embedded systems,,inproceedings
anna ritchie|stephen robertson|simone teufel,expanding a test collection for citation-based ir experiments.,2007,873169,conf/riao/RitchieRT07,,,riao,jornadas iberoamericanas de ingenieria de software e ingenieria del conocimiento,,inproceedings
